PI	sample	Genetic_load	N_del	cutoff	cutoff_score	chr	miss	Race	Abs_genetic_load
PI656047	PI656047_PI656047	-8548.6103464	597	1%	-7.2558594	Chr05	miss50	Bicolor	8548.6103464
PI656047	PI656047_PI656047	-231834.071398599	23564	25%	-3.9614258	Chr06	miss50	Bicolor	231834.071398599
PI656047	PI656047_PI656047	-110528.0512692	9525	10%	-5.501953	Chr06	miss50	Bicolor	110528.0512692
PI656047	PI656047_PI656047	-59540.8901163999	4730	5%	-6.201172	Chr06	miss50	Bicolor	59540.8901163999
PI656047	PI656047_PI656047	-12884.0349187	887	1%	-7.3916016	Chr06	miss50	Bicolor	12884.0349187
PI656047	PI656047_PI656047	-63234.6226686	6850	25%	-3.703674325	Chr07	miss50	Bicolor	63234.6226686
PI656047	PI656047_PI656047	-28048.105812	2500	10%	-5.3376465	Chr07	miss50	Bicolor	28048.105812
PI656047	PI656047_PI656047	-15210.670051	1257	5%	-6.0955322	Chr07	miss50	Bicolor	15210.670051
PI656047	PI656047_PI656047	-3449.8979507	241	1%	-7.3183594	Chr07	miss50	Bicolor	3449.8979507
PI656047	PI656047_PI656047	-156773.0400894	16881	25%	-3.9101562	Chr08	miss50	Bicolor	156773.0400894
PI656047	PI656047_PI656047	-75039.140336	6838	10%	-5.44519045	Chr08	miss50	Bicolor	75039.140336
PI656047	PI656047_PI656047	-40297.229973	3382	5%	-6.154297	Chr08	miss50	Bicolor	40297.229973
PI656047	PI656047_PI656047	-9217.753896	677	1%	-7.34375	Chr08	miss50	Bicolor	9217.753896
PI656047	PI656047_PI656047	-148177.8468861	16103	25%	-3.75	Chr09	miss50	Bicolor	148177.8468861
PI656047	PI656047_PI656047	-72227.4241230999	6553	10%	-5.33116459	Chr09	miss50	Bicolor	72227.4241230999
PI656047	PI656047_PI656047	-39633.6275826	3311	5%	-6.0703125	Chr09	miss50	Bicolor	39633.6275826
PI656047	PI656047_PI656047	-9325.41893490001	680	1%	-7.2578125	Chr09	miss50	Bicolor	9325.41893490001
PI656047	PI656047_PI656047	-164918.5899965	17157	25%	-3.803711	Chr10	miss50	Bicolor	164918.5899965
PI656047	PI656047_PI656047	-76344.3907665001	6611	10%	-5.375	Chr10	miss50	Bicolor	76344.3907665001
PI656047	PI656047_PI656047	-39636.8058717999	3151	5%	-6.1035156	Chr10	miss50	Bicolor	39636.8058717999
PI656047	PI656047_PI656047	-8749.7414301	601	1%	-7.2773438	Chr10	miss50	Bicolor	8749.7414301
PI656048	PI656048_PI656048	-148141.596133299	14796	25%	-3.4990234	Chr01	miss50	Milo/Durra-Bicolor	148141.596133299
PI656048	PI656048_PI656048	-72731.8787594998	5937	10%	-5.1816406	Chr01	miss50	Milo/Durra-Bicolor	72731.8787594998
PI656048	PI656048_PI656048	-39774.6120556	2963	5%	-5.9814453	Chr01	miss50	Milo/Durra-Bicolor	39774.6120556
PI656048	PI656048_PI656048	-8911.8239675	571	1%	-7.209961	Chr01	miss50	Milo/Durra-Bicolor	8911.8239675
PI656048	PI656048_PI656048	-84064.9781249	9021	25%	-3.3007812	Chr02	miss50	Milo/Durra-Bicolor	84064.9781249
PI656048	PI656048_PI656048	-37991.3892245	3238	10%	-4.9757812	Chr02	miss50	Milo/Durra-Bicolor	37991.3892245
PI656048	PI656048_PI656048	-20240.0955795	1556	5%	-5.8046875	Chr02	miss50	Milo/Durra-Bicolor	20240.0955795
PI656048	PI656048_PI656048	-4565.6801761	298	1%	-7.1015625	Chr02	miss50	Milo/Durra-Bicolor	4565.6801761
PI656048	PI656048_PI656048	-78578.0541726997	8678	25%	-3.1981201	Chr03	miss50	Milo/Durra-Bicolor	78578.0541726997
PI656048	PI656048_PI656048	-36482.2252371	3216	10%	-4.8928223	Chr03	miss50	Milo/Durra-Bicolor	36482.2252371
PI656048	PI656048_PI656048	-20164.3256146	1608	5%	-5.73617855	Chr03	miss50	Milo/Durra-Bicolor	20164.3256146
PI656048	PI656048_PI656048	-4357.0476078	291	1%	-7.045371144	Chr03	miss50	Milo/Durra-Bicolor	4357.0476078
PI656048	PI656048_PI656048	-187882.285759501	18273	25%	-3.8300781	Chr04	miss50	Milo/Durra-Bicolor	187882.285759501
PI656048	PI656048_PI656048	-91139.9729450001	7428	10%	-5.4033203	Chr04	miss50	Milo/Durra-Bicolor	91139.9729450001
PI656048	PI656048_PI656048	-49316.9718181	3692	5%	-6.12265628	Chr04	miss50	Milo/Durra-Bicolor	49316.9718181
PI656048	PI656048_PI656048	-11807.3769617	764	1%	-7.2910156	Chr04	miss50	Milo/Durra-Bicolor	11807.3769617
PI656048	PI656048_PI656048	-119265.6470661	11872	25%	-3.6359863	Chr05	miss50	Milo/Durra-Bicolor	119265.6470661
PI656048	PI656048_PI656048	-57086.5557757999	4684	10%	-5.276367	Chr05	miss50	Milo/Durra-Bicolor	57086.5557757999
PI656048	PI656048_PI656048	-30402.2557336	2280	5%	-6.041992	Chr05	miss50	Milo/Durra-Bicolor	30402.2557336
PI656048	PI656048_PI656048	-6600.8867095	428	1%	-7.2558594	Chr05	miss50	Milo/Durra-Bicolor	6600.8867095
PI656048	PI656048_PI656048	-33071.5480739	3267	25%	-3.9614258	Chr06	miss50	Milo/Durra-Bicolor	33071.5480739
PI656048	PI656048_PI656048	-13363.9172569	1086	10%	-5.501953	Chr06	miss50	Milo/Durra-Bicolor	13363.9172569
PI656048	PI656048_PI656048	-7114.1715025	531	5%	-6.201172	Chr06	miss50	Milo/Durra-Bicolor	7114.1715025
PI656048	PI656048_PI656048	-1827.9174825	119	1%	-7.3916016	Chr06	miss50	Milo/Durra-Bicolor	1827.9174825
PI656048	PI656048_PI656048	-45985.8359769	4661	25%	-3.703674325	Chr07	miss50	Milo/Durra-Bicolor	45985.8359769
PI656048	PI656048_PI656048	-20842.9401558	1733	10%	-5.3376465	Chr07	miss50	Milo/Durra-Bicolor	20842.9401558
PI656048	PI656048_PI656048	-11004.5493195	835	5%	-6.0955322	Chr07	miss50	Milo/Durra-Bicolor	11004.5493195
PI656048	PI656048_PI656048	-2701.2216825	178	1%	-7.3183594	Chr07	miss50	Milo/Durra-Bicolor	2701.2216825
PI656048	PI656048_PI656048	-118568.9476953	11326	25%	-3.9101562	Chr08	miss50	Milo/Durra-Bicolor	118568.9476953
PI656048	PI656048_PI656048	-54884.7015358999	4387	10%	-5.44519045	Chr08	miss50	Milo/Durra-Bicolor	54884.7015358999
PI656048	PI656048_PI656048	-28997.9024716	2126	5%	-6.154297	Chr08	miss50	Milo/Durra-Bicolor	28997.9024716
PI656048	PI656048_PI656048	-6080.3627909	383	1%	-7.34375	Chr08	miss50	Milo/Durra-Bicolor	6080.3627909
PI656048	PI656048_PI656048	-147562.5925235	14307	25%	-3.75	Chr09	miss50	Milo/Durra-Bicolor	147562.5925235
PI656048	PI656048_PI656048	-71466.3778005001	5782	10%	-5.33116459	Chr09	miss50	Milo/Durra-Bicolor	71466.3778005001
PI656048	PI656048_PI656048	-38447.3540108999	2850	5%	-6.0703125	Chr09	miss50	Milo/Durra-Bicolor	38447.3540108999
PI656048	PI656048_PI656048	-8666.350593	553	1%	-7.2578125	Chr09	miss50	Milo/Durra-Bicolor	8666.350593
PI656048	PI656048_PI656048	-157766.1539733	15226	25%	-3.803711	Chr10	miss50	Milo/Durra-Bicolor	157766.1539733
PI656048	PI656048_PI656048	-74268.4934139001	5981	10%	-5.375	Chr10	miss50	Milo/Durra-Bicolor	74268.4934139001
PI656048	PI656048_PI656048	-39385.4452551	2914	5%	-6.1035156	Chr10	miss50	Milo/Durra-Bicolor	39385.4452551
PI656048	PI656048_PI656048	-8470.86377150001	543	1%	-7.2773438	Chr10	miss50	Milo/Durra-Bicolor	8470.86377150001
PI656049	PI656049_PI656049	-146613.6253214	20345	25%	-3.4990234	Chr01	miss50	Durra	146613.6253214
PI656049	PI656049_PI656049	-70297.5142952	7861	10%	-5.1816406	Chr01	miss50	Durra	70297.5142952
PI656049	PI656049_PI656049	-38392.1090088	3865	5%	-5.9814453	Chr01	miss50	Durra	38392.1090088
PI656049	PI656049_PI656049	-8575.1776085	740	1%	-7.209961	Chr01	miss50	Durra	8575.1776085
PI656049	PI656049_PI656049	-101243.6556052	17591	25%	-3.3007812	Chr02	miss50	Durra	101243.6556052
PI656049	PI656049_PI656049	-47438.2499635001	6655	10%	-4.9757812	Chr02	miss50	Durra	47438.2499635001
PI656049	PI656049_PI656049	-25924.1469066001	3292	5%	-5.8046875	Chr02	miss50	Durra	25924.1469066001
PI656049	PI656049_PI656049	-6100.9874237	637	1%	-7.1015625	Chr02	miss50	Durra	6100.9874237
PI656049	PI656049_PI656049	-83074.3720668998	13186	25%	-3.1981201	Chr03	miss50	Durra	83074.3720668998
PI656049	PI656049_PI656049	-38659.6783345001	4801	10%	-4.8928223	Chr03	miss50	Durra	38659.6783345001
PI656049	PI656049_PI656049	-21276.9533641	2361	5%	-5.73617855	Chr03	miss50	Durra	21276.9533641
PI656049	PI656049_PI656049	-4637.7456068	433	1%	-7.045371144	Chr03	miss50	Durra	4637.7456068
PI656049	PI656049_PI656049	-195136.407543099	28068	25%	-3.8300781	Chr04	miss50	Durra	195136.407543099
PI656049	PI656049_PI656049	-92935.2018549001	11133	10%	-5.4033203	Chr04	miss50	Durra	92935.2018549001
PI656049	PI656049_PI656049	-50573.2204049001	5577	5%	-6.12265628	Chr04	miss50	Durra	50573.2204049001
PI656049	PI656049_PI656049	-11964.1008314	1147	1%	-7.2910156	Chr04	miss50	Durra	11964.1008314
PI656049	PI656049_PI656049	-224639.013429398	30512	25%	-3.6359863	Chr05	miss50	Durra	224639.013429398
PI656049	PI656049_PI656049	-111108.0142454	12454	10%	-5.276367	Chr05	miss50	Durra	111108.0142454
PI656049	PI656049_PI656049	-61048.7493626	6276	5%	-6.041992	Chr05	miss50	Durra	61048.7493626
PI656049	PI656049_PI656049	-13819.0993463	1228	1%	-7.2558594	Chr05	miss50	Durra	13819.0993463
PI656049	PI656049_PI656049	-35355.5848193999	4466	25%	-3.9614258	Chr06	miss50	Durra	35355.5848193999
PI656049	PI656049_PI656049	-14511.4409052	1450	10%	-5.501953	Chr06	miss50	Durra	14511.4409052
PI656049	PI656049_PI656049	-7845.7851429	714	5%	-6.201172	Chr06	miss50	Durra	7845.7851429
PI656049	PI656049_PI656049	-2171.2187482	168	1%	-7.3916016	Chr06	miss50	Durra	2171.2187482
PI656049	PI656049_PI656049	-30815.1492758	4219	25%	-3.703674325	Chr07	miss50	Durra	30815.1492758
PI656049	PI656049_PI656049	-13165.4861452	1411	10%	-5.3376465	Chr07	miss50	Durra	13165.4861452
PI656049	PI656049_PI656049	-7112.50280510001	681	5%	-6.0955322	Chr07	miss50	Durra	7112.50280510001
PI656049	PI656049_PI656049	-1758.6972661	146	1%	-7.3183594	Chr07	miss50	Durra	1758.6972661
PI656049	PI656049_PI656049	-118189.0391297	13019	25%	-3.9101562	Chr08	miss50	Durra	118189.0391297
PI656049	PI656049_PI656049	-54463.4383005	4911	10%	-5.44519045	Chr08	miss50	Durra	54463.4383005
PI656049	PI656049_PI656049	-28855.306646	2390	5%	-6.154297	Chr08	miss50	Durra	28855.306646
PI656049	PI656049_PI656049	-6279.5134258	454	1%	-7.34375	Chr08	miss50	Durra	6279.5134258
PI656049	PI656049_PI656049	-141059.4414552	20186	25%	-3.75	Chr09	miss50	Durra	141059.4414552
PI656049	PI656049_PI656049	-68233.4809623001	8083	10%	-5.33116459	Chr09	miss50	Durra	68233.4809623001
PI656049	PI656049_PI656049	-37038.7457543	4015	5%	-6.0703125	Chr09	miss50	Durra	37038.7457543
PI656049	PI656049_PI656049	-8341.9819288	787	1%	-7.2578125	Chr09	miss50	Durra	8341.9819288
PI656049	PI656049_PI656049	-170924.673485201	25296	25%	-3.803711	Chr10	miss50	Durra	170924.673485201
PI656049	PI656049_PI656049	-82393.0062506001	10251	10%	-5.375	Chr10	miss50	Durra	82393.0062506001
PI656049	PI656049_PI656049	-44164.2505967	5076	5%	-6.1035156	Chr10	miss50	Durra	44164.2505967
PI656049	PI656049_PI656049	-9756.00611499999	971	1%	-7.2773438	Chr10	miss50	Durra	9756.00611499999
PI656050	PI656050_PI656050	-154261.5105944	17099	25%	-3.4990234	Chr01	miss50	Guinea	154261.5105944
PI656050	PI656050_PI656050	-73754.1108633998	6691	10%	-5.1816406	Chr01	miss50	Guinea	73754.1108633998
PI656050	PI656050_PI656050	-39622.8615283	3276	5%	-5.9814453	Chr01	miss50	Guinea	39622.8615283
PI656050	PI656050_PI656050	-9327.0316184	668	1%	-7.209961	Chr01	miss50	Guinea	9327.0316184
PI656050	PI656050_PI656050	-78222.0510031	9433	25%	-3.3007812	Chr02	miss50	Guinea	78222.0510031
PI656050	PI656050_PI656050	-36336.2409441	3543	10%	-4.9757812	Chr02	miss50	Guinea	36336.2409441
PI656050	PI656050_PI656050	-19670.1177377	1744	5%	-5.8046875	Chr02	miss50	Guinea	19670.1177377
PI656050	PI656050_PI656050	-4492.4912178	347	1%	-7.1015625	Chr02	miss50	Guinea	4492.4912178
PI656050	PI656050_PI656050	-70975.6253966	8318	25%	-3.1981201	Chr03	miss50	Guinea	70975.6253966
PI656050	PI656050_PI656050	-32859.0251153	3067	10%	-4.8928223	Chr03	miss50	Guinea	32859.0251153
PI656050	PI656050_PI656050	-17647.509394	1488	5%	-5.73617855	Chr03	miss50	Guinea	17647.509394
PI656050	PI656050_PI656050	-3914.1354387	283	1%	-7.045371144	Chr03	miss50	Guinea	3914.1354387
PI656050	PI656050_PI656050	-103812.7083012	10803	25%	-3.8300781	Chr04	miss50	Guinea	103812.7083012
PI656050	PI656050_PI656050	-47801.3734463	4121	10%	-5.4033203	Chr04	miss50	Guinea	47801.3734463
PI656050	PI656050_PI656050	-25875.0633678	2042	5%	-6.12265628	Chr04	miss50	Guinea	25875.0633678
PI656050	PI656050_PI656050	-6410.3359427	435	1%	-7.2910156	Chr04	miss50	Guinea	6410.3359427
PI656050	PI656050_PI656050	-106040.828788	11124	25%	-3.6359863	Chr05	miss50	Guinea	106040.828788
PI656050	PI656050_PI656050	-49130.4203115	4210	10%	-5.276367	Chr05	miss50	Guinea	49130.4203115
PI656050	PI656050_PI656050	-26562.9531128	2077	5%	-6.041992	Chr05	miss50	Guinea	26562.9531128
PI656050	PI656050_PI656050	-6023.1674789	404	1%	-7.2558594	Chr05	miss50	Guinea	6023.1674789
PI656050	PI656050_PI656050	-219510.387999899	23323	25%	-3.9614258	Chr06	miss50	Guinea	219510.387999899
PI656050	PI656050_PI656050	-104074.7072908	9364	10%	-5.501953	Chr06	miss50	Guinea	104074.7072908
PI656050	PI656050_PI656050	-56297.3679186001	4688	5%	-6.201172	Chr06	miss50	Guinea	56297.3679186001
PI656050	PI656050_PI656050	-12390.0063439	905	1%	-7.3916016	Chr06	miss50	Guinea	12390.0063439
PI656050	PI656050_PI656050	-147942.5666175	15955	25%	-3.703674325	Chr07	miss50	Guinea	147942.5666175
PI656050	PI656050_PI656050	-72877.4326701	6587	10%	-5.3376465	Chr07	miss50	Guinea	72877.4326701
PI656050	PI656050_PI656050	-39534.1055798	3312	5%	-6.0955322	Chr07	miss50	Guinea	39534.1055798
PI656050	PI656050_PI656050	-8602.8032213	622	1%	-7.3183594	Chr07	miss50	Guinea	8602.8032213
PI656050	PI656050_PI656050	-74923.8033371999	7630	25%	-3.9101562	Chr08	miss50	Guinea	74923.8033371999
PI656050	PI656050_PI656050	-34702.4986923	2956	10%	-5.44519045	Chr08	miss50	Guinea	34702.4986923
PI656050	PI656050_PI656050	-18397.6412288	1439	5%	-6.154297	Chr08	miss50	Guinea	18397.6412288
PI656050	PI656050_PI656050	-4208.0966742	286	1%	-7.34375	Chr08	miss50	Guinea	4208.0966742
PI656050	PI656050_PI656050	-141783.4280617	15210	25%	-3.75	Chr09	miss50	Guinea	141783.4280617
PI656050	PI656050_PI656050	-69169.9094421999	6218	10%	-5.33116459	Chr09	miss50	Guinea	69169.9094421999
PI656050	PI656050_PI656050	-37878.7042739	3114	5%	-6.0703125	Chr09	miss50	Guinea	37878.7042739
PI656050	PI656050_PI656050	-8842.2119066	627	1%	-7.2578125	Chr09	miss50	Guinea	8842.2119066
PI656050	PI656050_PI656050	-86107.3556327001	9349	25%	-3.803711	Chr10	miss50	Guinea	86107.3556327001
PI656050	PI656050_PI656050	-38651.1538815999	3481	10%	-5.375	Chr10	miss50	Guinea	38651.1538815999
PI656050	PI656050_PI656050	-21088.036018	1753	5%	-6.1035156	Chr10	miss50	Guinea	21088.036018
PI656050	PI656050_PI656050	-4874.2763709	350	1%	-7.2773438	Chr10	miss50	Guinea	4874.2763709
PI656051	PI656051_PI656051	-186889.2276137	18942	25%	-3.4990234	Chr01	miss50	Milo/Durra-Bicolor	186889.2276137
PI656051	PI656051_PI656051	-90920.8027162001	7553	10%	-5.1816406	Chr01	miss50	Milo/Durra-Bicolor	90920.8027162001
PI656051	PI656051_PI656051	-49311.5216656001	3735	5%	-5.9814453	Chr01	miss50	Milo/Durra-Bicolor	49311.5216656001
PI656051	PI656051_PI656051	-11303.314821	734	1%	-7.209961	Chr01	miss50	Milo/Durra-Bicolor	11303.314821
PI656051	PI656051_PI656051	-225192.560342001	23669	25%	-3.3007812	Chr02	miss50	Milo/Durra-Bicolor	225192.560342001
PI656051	PI656051_PI656051	-114062.8558875	9774	10%	-4.9757812	Chr02	miss50	Milo/Durra-Bicolor	114062.8558875
PI656051	PI656051_PI656051	-62604.1639978001	4865	5%	-5.8046875	Chr02	miss50	Milo/Durra-Bicolor	62604.1639978001
PI656051	PI656051_PI656051	-14739.6176675	980	1%	-7.1015625	Chr02	miss50	Milo/Durra-Bicolor	14739.6176675
PI656051	PI656051_PI656051	-74579.2843635999	8063	25%	-3.1981201	Chr03	miss50	Milo/Durra-Bicolor	74579.2843635999
PI656051	PI656051_PI656051	-34759.4578081	2982	10%	-4.8928223	Chr03	miss50	Milo/Durra-Bicolor	34759.4578081
PI656051	PI656051_PI656051	-19170.884087	1488	5%	-5.73617855	Chr03	miss50	Milo/Durra-Bicolor	19170.884087
PI656051	PI656051_PI656051	-4424.5561511	292	1%	-7.045371144	Chr03	miss50	Milo/Durra-Bicolor	4424.5561511
PI656051	PI656051_PI656051	-187067.784780101	17934	25%	-3.8300781	Chr04	miss50	Milo/Durra-Bicolor	187067.784780101
PI656051	PI656051_PI656051	-90768.7378973001	7294	10%	-5.4033203	Chr04	miss50	Milo/Durra-Bicolor	90768.7378973001
PI656051	PI656051_PI656051	-49157.678114	3630	5%	-6.12265628	Chr04	miss50	Milo/Durra-Bicolor	49157.678114
PI656051	PI656051_PI656051	-11717.2880966	751	1%	-7.2910156	Chr04	miss50	Milo/Durra-Bicolor	11717.2880966
PI656051	PI656051_PI656051	-119313.2103951	11781	25%	-3.6359863	Chr05	miss50	Milo/Durra-Bicolor	119313.2103951
PI656051	PI656051_PI656051	-57032.8522877999	4645	10%	-5.276367	Chr05	miss50	Milo/Durra-Bicolor	57032.8522877999
PI656051	PI656051_PI656051	-30335.2115454	2260	5%	-6.041992	Chr05	miss50	Milo/Durra-Bicolor	30335.2115454
PI656051	PI656051_PI656051	-6615.2460854	424	1%	-7.2558594	Chr05	miss50	Milo/Durra-Bicolor	6615.2460854
PI656051	PI656051_PI656051	-33332.3832483	3258	25%	-3.9614258	Chr06	miss50	Milo/Durra-Bicolor	33332.3832483
PI656051	PI656051_PI656051	-13266.6488321	1064	10%	-5.501953	Chr06	miss50	Milo/Durra-Bicolor	13266.6488321
PI656051	PI656051_PI656051	-7054.7764901	520	5%	-6.201172	Chr06	miss50	Milo/Durra-Bicolor	7054.7764901
PI656051	PI656051_PI656051	-1549.0058651	99	1%	-7.3916016	Chr06	miss50	Milo/Durra-Bicolor	1549.0058651
PI656051	PI656051_PI656051	-166041.0699519	16220	25%	-3.703674325	Chr07	miss50	Milo/Durra-Bicolor	166041.0699519
PI656051	PI656051_PI656051	-83257.3401472001	6796	10%	-5.3376465	Chr07	miss50	Milo/Durra-Bicolor	83257.3401472001
PI656051	PI656051_PI656051	-45590.6019211999	3417	5%	-6.0955322	Chr07	miss50	Milo/Durra-Bicolor	45590.6019211999
PI656051	PI656051_PI656051	-10352.2001982	666	1%	-7.3183594	Chr07	miss50	Milo/Durra-Bicolor	10352.2001982
PI656051	PI656051_PI656051	-164414.5208452	15618	25%	-3.9101562	Chr08	miss50	Milo/Durra-Bicolor	164414.5208452
PI656051	PI656051_PI656051	-79589.874008	6366	10%	-5.44519045	Chr08	miss50	Milo/Durra-Bicolor	79589.874008
PI656051	PI656051_PI656051	-43267.5911763	3184	5%	-6.154297	Chr08	miss50	Milo/Durra-Bicolor	43267.5911763
PI656051	PI656051_PI656051	-10580.847645	680	1%	-7.34375	Chr08	miss50	Milo/Durra-Bicolor	10580.847645
PI656051	PI656051_PI656051	-123254.4775963	12085	25%	-3.75	Chr09	miss50	Milo/Durra-Bicolor	123254.4775963
PI656051	PI656051_PI656051	-57251.2242396999	4644	10%	-5.33116459	Chr09	miss50	Milo/Durra-Bicolor	57251.2242396999
PI656051	PI656051_PI656051	-30351.4239225001	2250	5%	-6.0703125	Chr09	miss50	Milo/Durra-Bicolor	30351.4239225001
PI656051	PI656051_PI656051	-7266.5048715	469	1%	-7.2578125	Chr09	miss50	Milo/Durra-Bicolor	7266.5048715
PI656051	PI656051_PI656051	-158160.5743875	15238	25%	-3.803711	Chr10	miss50	Milo/Durra-Bicolor	158160.5743875
PI656051	PI656051_PI656051	-74186.0489576001	5968	10%	-5.375	Chr10	miss50	Milo/Durra-Bicolor	74186.0489576001
PI656051	PI656051_PI656051	-39245.3546786	2900	5%	-6.1035156	Chr10	miss50	Milo/Durra-Bicolor	39245.3546786
PI656051	PI656051_PI656051	-8418.7099621	538	1%	-7.2773438	Chr10	miss50	Milo/Durra-Bicolor	8418.7099621
PI656052	PI656052_PI656052	-176013.588076301	20106	25%	-3.4990234	Chr01	miss50	Durra	176013.588076301
PI656052	PI656052_PI656052	-85830.5702485001	8076	10%	-5.1816406	Chr01	miss50	Durra	85830.5702485001
PI656052	PI656052_PI656052	-46956.6860985001	4030	5%	-5.9814453	Chr01	miss50	Durra	46956.6860985001
PI656052	PI656052_PI656052	-11071.8735294	811	1%	-7.209961	Chr01	miss50	Durra	11071.8735294
PI656052	PI656052_PI656052	-89026.3436348	10334	25%	-3.3007812	Chr02	miss50	Durra	89026.3436348
PI656052	PI656052_PI656052	-40670.527434	3765	10%	-4.9757812	Chr02	miss50	Durra	40670.527434
PI656052	PI656052_PI656052	-21993.5563307	1839	5%	-5.8046875	Chr02	miss50	Durra	21993.5563307
PI656052	PI656052_PI656052	-5240.3906835	378	1%	-7.1015625	Chr02	miss50	Durra	5240.3906835
PI656052	PI656052_PI656052	-75728.2265182999	8836	25%	-3.1981201	Chr03	miss50	Durra	75728.2265182999
PI656052	PI656052_PI656052	-35067.0689074	3208	10%	-4.8928223	Chr03	miss50	Durra	35067.0689074
PI656052	PI656052_PI656052	-19332.8476594	1598	5%	-5.73617855	Chr03	miss50	Durra	19332.8476594
PI656052	PI656052_PI656052	-4600.0263715	320	1%	-7.045371144	Chr03	miss50	Durra	4600.0263715
PI656052	PI656052_PI656052	-206514.147034601	20914	25%	-3.8300781	Chr04	miss50	Durra	206514.147034601
PI656052	PI656052_PI656052	-97387.1246374999	8182	10%	-5.4033203	Chr04	miss50	Durra	97387.1246374999
PI656052	PI656052_PI656052	-52801.1180483	4082	5%	-6.12265628	Chr04	miss50	Durra	52801.1180483
PI656052	PI656052_PI656052	-11639.1765175	781	1%	-7.2910156	Chr04	miss50	Durra	11639.1765175
PI656052	PI656052_PI656052	-257857.857582101	28877	25%	-3.6359863	Chr05	miss50	Durra	257857.857582101
PI656052	PI656052_PI656052	-128709.5071651	12006	10%	-5.276367	Chr05	miss50	Durra	128709.5071651
PI656052	PI656052_PI656052	-70367.4911326001	6035	5%	-6.041992	Chr05	miss50	Durra	70367.4911326001
PI656052	PI656052_PI656052	-15951.1730819	1188	1%	-7.2558594	Chr05	miss50	Durra	15951.1730819
PI656052	PI656052_PI656052	-229268.9771317	24145	25%	-3.9614258	Chr06	miss50	Durra	229268.9771317
PI656052	PI656052_PI656052	-110011.0754005	9804	10%	-5.501953	Chr06	miss50	Durra	110011.0754005
PI656052	PI656052_PI656052	-59614.97766	4894	5%	-6.201172	Chr06	miss50	Durra	59614.97766
PI656052	PI656052_PI656052	-14085.6193916	1004	1%	-7.3916016	Chr06	miss50	Durra	14085.6193916
PI656052	PI656052_PI656052	-148942.25363	16593	25%	-3.703674325	Chr07	miss50	Durra	148942.25363
PI656052	PI656052_PI656052	-74302.8817089	6939	10%	-5.3376465	Chr07	miss50	Durra	74302.8817089
PI656052	PI656052_PI656052	-40930.3961083	3516	5%	-6.0955322	Chr07	miss50	Durra	40930.3961083
PI656052	PI656052_PI656052	-9269.76562490001	692	1%	-7.3183594	Chr07	miss50	Durra	9269.76562490001
PI656052	PI656052_PI656052	-119950.3841339	12163	25%	-3.9101562	Chr08	miss50	Durra	119950.3841339
PI656052	PI656052_PI656052	-56001.5192032	4752	10%	-5.44519045	Chr08	miss50	Durra	56001.5192032
PI656052	PI656052_PI656052	-29832.4018681	2324	5%	-6.154297	Chr08	miss50	Durra	29832.4018681
PI656052	PI656052_PI656052	-6263.4426301	417	1%	-7.34375	Chr08	miss50	Durra	6263.4426301
PI656052	PI656052_PI656052	-127091.5294688	13124	25%	-3.75	Chr09	miss50	Durra	127091.5294688
